,State,Account length,Area code,International plan,Voice mail plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
1987,45,99,415,2116,659,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,0
2728,41,115,510,2116,659,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,0
448,51,61,415,2116,659,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,0
2574,52,122,408,2116,659,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,14.0,5,3.78,1,0
1951,43,154,408,2116,659,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0
814,39,126,415,2116,1674,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,1
3160,56,63,510,2116,659,214.2,61,36.41,181.2,88,15.4,174.0,68,7.83,10.3,2,2.78,0,0
59,63,94,415,2116,1674,181.5,98,30.86,199.9,88,16.99,287.7,114,12.95,6.6,5,1.78,1,0
3171,43,131,408,2116,659,177.1,100,30.11,194.0,85,16.49,253.4,124,11.4,5.2,5,1.4,1,0
12,63,46,415,2116,1674,214.1,72,36.4,164.4,104,13.97,177.5,113,7.99,8.2,3,2.21,2,0
2114,50,50,408,2116,1674,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,0
840,45,144,510,217,1674,203.5,100,34.6,247.6,103,21.05,194.3,94,8.74,11.9,11,3.21,0,0
1340,44,70,415,2116,1674,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,0
2925,37,3,408,2116,1674,139.0,99,23.63,250.7,108,21.31,286.2,87,12.88,6.1,3,1.65,4,0
2429,52,68,415,2116,659,160.0,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,0
1191,57,34,415,2116,1674,151.0,102,25.67,131.4,101,11.17,186.6,86,8.4,9.9,7,2.67,0,0
2338,39,106,408,2116,1674,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,0
1268,42,120,415,2116,659,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,0
38,52,65,415,2116,1674,136.1,112,23.14,272.9,96,23.2,220.2,104,9.91,4.4,2,1.19,1,0
1049,37,74,510,2116,1674,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,0
2985,60,91,415,2116,659,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,0
2623,63,100,415,217,1674,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,1
2542,60,82,415,2116,1674,167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,6,1
3214,60,133,415,2116,1674,143.8,71,24.45,184.0,131,15.64,275.5,132,12.4,12.9,4,3.48,3,0
1742,53,162,408,2116,1674,184.5,118,31.37,224.0,95,19.04,180.5,82,8.12,11.6,3,3.13,1,0
1307,39,156,510,2116,1674,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1,0
232,43,98,415,2116,659,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,0
1728,39,71,510,2116,659,141.4,107,24.04,163.0,105,13.86,220.0,99,9.9,5.6,3,1.51,2,0
2443,50,112,415,2116,659,213.0,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3.0,4,0
3195,39,60,415,217,1674,205.9,97,35.0,277.4,117,23.58,202.0,139,9.09,11.0,2,2.97,0,1
1632,50,124,510,2116,659,161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1,0
1039,42,91,408,2116,1674,133.7,75,22.73,195.3,87,16.6,280.5,89,12.62,5.9,2,1.59,0,0
1645,63,138,415,2116,1674,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5,0
397,43,177,408,2116,1674,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,0
2808,57,50,415,217,1674,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1
739,50,94,408,2116,1674,157.9,105,26.84,155.0,101,13.18,189.6,84,8.53,8.0,5,2.16,4,1
2945,52,123,415,217,1674,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,1
1779,38,99,510,2116,1674,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0,0
1,50,65,415,2116,1674,129.1,137,21.95,228.5,83,19.42,208.8,111,9.4,12.7,6,3.43,4,1
2531,57,43,408,2116,659,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,0
2805,37,15,415,2116,1674,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,0
1047,34,149,408,2116,1674,69.1,117,11.75,136.3,100,11.59,181.7,53,8.18,6.3,3,1.7,1,0
2277,50,119,510,2116,1674,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,0
1938,75,54,510,2116,659,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,0
1701,47,10,510,2116,1674,183.0,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,2,0
669,47,137,415,2116,1674,243.4,114,41.38,121.2,110,10.3,162.6,104,7.32,12.2,5,3.29,0,0
3209,51,201,415,2116,1674,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,1
1569,63,95,408,2116,659,262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,0,0
860,56,92,415,217,1674,173.1,140,29.43,240.3,105,20.43,233.2,117,10.49,9.0,5,2.43,1,0
155,53,103,510,2116,659,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,1
311,38,81,415,2116,659,115.9,120,19.7,236.6,95,20.11,255.0,90,11.48,11.7,6,3.16,3,0
2528,34,148,408,2116,659,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,0
768,42,130,510,2116,1674,154.2,119,26.21,110.2,98,9.37,227.4,117,10.23,9.2,5,2.48,2,0
3030,39,96,415,2116,659,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,0
2549,53,139,415,2116,1674,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,8.3,6,2.24,4,0
1333,55,102,408,2116,1674,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,0
1740,37,117,415,2116,659,104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,3,0
3327,51,96,415,2116,1674,106.6,128,18.12,284.8,87,24.21,178.9,92,8.05,14.9,7,4.02,1,0
2252,50,93,415,2116,1674,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,0
1974,57,102,510,2116,1674,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0
1446,42,77,415,2116,1674,142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,1,0
2520,63,100,415,2116,659,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8.0,4,2.16,0,0
1595,40,101,408,2116,659,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,0
1014,60,49,510,2116,1674,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,0
1903,43,79,415,2116,659,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,4,4.0,2,0
881,45,117,415,2116,1674,143.3,103,24.36,211.3,108,17.96,185.2,96,8.33,11.5,3,3.11,1,0
1412,51,130,415,2116,1674,120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,1,0
1940,60,163,408,2116,659,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0
3185,50,107,415,2116,1674,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,0
3196,45,41,510,2116,1674,207.2,138,35.22,214.1,83,18.2,193.0,105,8.69,11.9,4,3.21,1,0
754,45,93,510,2116,659,117.9,131,20.04,164.5,115,13.98,217.0,86,9.76,9.8,3,2.65,1,0
603,44,142,408,2116,1674,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,0
899,55,167,510,2116,1674,207.6,88,35.29,132.4,63,11.25,255.2,98,11.48,14.1,5,3.81,0,0
121,51,111,415,2116,1674,146.2,55,24.85,261.5,83,22.23,163.2,116,7.34,8.7,3,2.35,3,0
1407,37,74,415,2116,1674,200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10.0,2,2.7,1,0
14,38,155,415,2116,1674,203.4,100,34.58,190.9,104,16.23,196.0,119,8.82,8.9,4,2.4,0,1
2872,51,90,415,217,659,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,1
371,51,201,415,2116,659,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,0
2446,50,90,415,2116,1674,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13.0,7,3.51,1,0
2798,42,108,510,2116,1674,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0
2246,57,150,510,2116,1674,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,0
1982,53,111,510,2116,1674,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0
2341,40,65,510,2116,1674,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0
1492,42,91,510,217,659,93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,0,0
1263,53,112,415,2116,1674,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,0
719,40,149,408,2116,659,180.7,92,30.72,187.8,64,15.96,265.5,53,11.95,12.6,3,3.4,3,0
883,44,114,510,2116,659,225.8,94,38.39,193.0,117,16.41,232.4,100,10.46,8.4,9,2.27,4,0
2600,44,139,415,2116,659,138.3,96,23.51,80.6,79,6.85,163.7,83,7.37,8.3,8,2.24,0,0
56,37,89,510,2116,1674,303.9,95,51.66,260.9,114,22.18,312.1,89,14.04,5.3,3,1.43,1,1
2960,53,125,415,2116,1674,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,0
1334,43,146,408,2116,659,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,0
308,38,111,415,2116,659,128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,2,0
398,39,100,408,2116,1674,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,1
91,45,86,415,2116,659,70.9,163,12.05,166.7,121,14.17,244.9,105,11.02,11.1,5,3.0,3,0
1923,53,91,415,2116,659,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0
695,45,12,408,2116,1674,249.6,118,42.43,252.4,119,21.45,280.2,90,12.61,11.8,3,3.19,1,1
3023,45,124,415,2116,1674,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,0
613,60,113,415,2116,1674,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,0
655,56,87,415,2116,1674,238.0,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,0
2342,50,85,415,2116,1674,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0
2558,38,114,415,2116,1674,169.2,96,28.76,149.9,83,12.74,196.9,119,8.86,4.6,4,1.24,2,0
1707,43,2,415,217,1674,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2,1
1846,36,1,415,2116,1674,196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7.0,2,1.89,1,0
2753,52,93,408,2116,1674,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,0
1613,41,180,415,2116,659,231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1,0
367,43,118,415,2116,659,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,0
932,45,158,510,2116,1674,205.2,97,34.88,240.6,77,20.45,79.7,108,3.59,14.4,12,3.89,0,0
1287,55,90,415,2116,1674,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,0
1015,50,46,510,2116,1674,250.3,100,42.55,260.6,90,22.15,195.0,104,8.78,13.3,2,3.59,2,1
22,56,97,408,2116,1674,239.8,125,40.77,214.8,111,18.26,143.3,81,6.45,8.7,5,2.35,2,0
248,43,89,510,217,1674,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,0
2273,40,108,415,2116,1674,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,0
154,75,115,510,217,1674,249.9,95,42.48,242.5,104,20.61,151.7,121,6.83,15.3,6,4.13,1,1
1963,60,87,415,2116,1674,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0
2799,60,111,415,2116,1674,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,0
1316,33,77,510,2116,659,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,0
721,39,40,415,2116,659,148.1,74,25.18,169.5,88,14.41,214.1,102,9.63,6.2,5,1.67,2,0
2112,57,102,408,2116,1674,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,0
612,43,139,408,2116,1674,139.0,110,23.63,132.9,93,11.3,272.0,120,12.24,12.1,1,3.27,0,0
2550,50,67,510,2116,1674,129.0,78,21.93,188.0,116,15.98,235.0,102,10.58,11.2,3,3.02,2,0
184,56,122,510,2116,659,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0
1448,42,159,415,2116,659,113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,1,0
586,42,116,408,2116,1674,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,0
689,51,57,408,2116,659,213.0,115,36.21,191.1,112,16.24,182.7,115,8.22,9.5,3,2.57,0,0
19,51,36,510,2116,659,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2,0
329,47,83,415,2116,1674,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0
1365,51,42,408,2116,1674,146.3,84,24.87,255.9,113,21.75,45.0,117,2.03,8.0,12,2.16,1,0
713,50,81,408,2116,1674,175.5,67,29.84,249.3,85,21.19,270.2,98,12.16,10.2,3,2.75,1,0
2868,47,127,510,2116,1674,245.2,91,41.68,217.2,92,18.46,243.1,128,10.94,13.9,6,3.75,0,1
1908,75,80,415,2116,659,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,0
351,44,34,415,2116,1674,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1
1834,37,118,415,2116,1674,253.2,122,43.04,201.0,78,17.09,195.3,108,8.79,9.7,7,2.62,2,0
2144,44,69,510,2116,1674,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,0
1678,44,56,510,2116,1674,253.2,95,43.04,188.0,116,15.98,142.0,133,6.39,4.4,4,1.19,1,0
846,42,120,415,2116,1674,180.0,80,30.6,224.2,82,19.06,265.4,91,11.94,4.7,7,1.27,3,0
855,57,104,415,2116,659,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4,0
2292,43,64,408,2116,1674,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,0
261,56,88,415,2116,659,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,0
434,44,112,415,217,659,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,0
1301,55,83,408,2116,1674,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,0
3218,53,110,408,2116,1674,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,0
271,53,73,415,2116,1674,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1,0
2914,52,59,408,2116,659,127.4,110,21.66,103.3,99,8.78,164.2,73,7.39,9.1,3,2.46,0,0
2438,57,67,408,2116,1674,176.2,120,29.95,236.0,138,20.06,152.5,104,6.86,10.6,4,2.86,1,0
727,63,162,510,2116,659,224.9,97,38.23,188.2,84,16.0,254.6,61,11.46,12.1,2,3.27,0,0
2253,37,85,415,2116,1674,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,0
2874,56,109,415,2116,1674,184.1,143,31.3,211.7,105,17.99,243.0,116,10.93,9.9,2,2.67,1,0
2366,50,94,510,2116,1674,245.0,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,0
3289,37,134,415,2116,1674,164.9,115,28.03,126.5,96,10.75,238.5,125,10.73,10.0,9,2.7,2,0
1770,57,115,415,2116,1674,132.0,90,22.44,197.5,75,16.79,175.8,114,7.91,0.0,0,0.0,3,0
2894,57,146,415,217,1674,111.1,126,18.89,313.4,95,26.64,215.7,82,9.71,10.5,6,2.84,1,0
3220,43,121,408,2116,1674,215.6,74,36.65,192.9,98,16.4,144.0,103,6.48,10.1,4,2.73,5,0
494,44,125,408,2116,1674,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,1
634,33,142,510,2116,659,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,0
2749,47,96,510,2116,1674,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3,0
619,45,62,415,2116,1674,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,0
994,39,119,510,2116,1674,222.8,122,37.88,163.2,107,13.87,160.6,112,7.23,11.2,6,3.02,1,0
384,60,87,510,2116,659,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,0
2422,56,92,415,2116,659,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,0
3169,75,102,408,2116,1674,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10.0,1,2.7,4,0
2512,42,113,510,2116,1674,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,1
2065,50,77,415,2116,1674,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1
2957,39,161,415,2116,1674,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,0
2787,40,104,408,2116,1674,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,0
2858,51,158,415,2116,1674,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,0
2227,60,139,510,2116,1674,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,1
1955,44,73,415,2116,1674,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,0
916,57,16,510,2116,1674,205.6,69,34.95,169.5,93,14.41,220.1,64,9.9,10.9,3,2.94,0,0
2649,41,45,415,2116,1674,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,0
1026,37,59,510,2116,659,133.1,114,22.63,221.2,82,18.8,131.6,103,5.92,6.8,3,1.84,1,0
1744,57,94,415,217,1674,235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1,0
1060,52,165,510,2116,1674,242.9,126,41.29,209.8,65,17.83,228.4,126,10.28,0.0,0,0.0,1,0
1884,40,99,415,2116,1674,222.4,102,37.81,185.8,89,15.79,237.7,81,10.7,12.0,8,3.24,2,0
1467,42,155,415,2116,1674,181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,3,0
342,53,93,510,217,1674,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,1
2495,75,74,510,2116,1674,124.0,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,0
730,63,50,415,2116,1674,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1,0
3248,60,150,415,2116,659,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,0
1419,47,46,408,2116,1674,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2,1
1544,56,82,408,2116,1674,101.0,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,0,0
1094,55,77,415,2116,1674,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2,0
1946,47,184,415,2116,1674,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,1
304,57,86,415,2116,659,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,0
3003,43,97,415,2116,659,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,0
2693,57,44,408,2116,1674,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,0
2950,75,139,415,2116,1674,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,0
112,52,80,415,2116,1674,160.6,103,27.3,237.0,109,20.15,245.1,88,11.03,10.7,1,2.89,1,0
2853,41,144,415,2116,1674,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,0
1497,37,79,510,2116,1674,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1,0
101,37,52,408,2116,1674,214.7,68,36.5,158.6,138,13.48,123.4,114,5.55,9.4,4,2.54,2,0
2553,38,40,510,2116,1674,109.4,107,18.6,244.7,102,20.8,276.9,123,12.46,7.1,7,1.92,0,0
339,75,124,510,2116,1674,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0
1589,44,166,415,2116,1674,203.4,81,34.58,167.7,110,14.25,132.0,124,5.94,9.2,5,2.48,2,0
943,63,101,415,2116,1674,183.9,115,31.26,255.9,101,21.75,275.0,145,12.38,10.8,11,2.92,1,0
918,56,128,408,2116,1674,125.2,99,21.28,205.4,107,17.46,254.4,111,11.45,18.9,2,5.1,0,0
1114,40,125,415,2116,1674,131.8,97,22.41,136.7,100,11.62,308.2,119,13.87,7.7,6,2.08,2,0
3227,50,87,415,2116,1674,240.0,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,1
3,45,111,415,2116,1674,110.4,103,18.77,137.3,102,11.67,189.6,105,8.53,7.7,6,2.08,2,0
2847,75,125,415,2116,1674,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,0
3302,50,74,510,2116,1674,203.8,77,34.65,205.1,111,17.43,154.9,109,6.97,9.0,2,2.43,1,0
1557,75,83,415,2116,659,78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1,0
404,44,139,415,2116,1674,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,0
2132,50,101,510,2116,659,144.1,144,24.5,167.6,105,14.25,240.0,107,10.8,14.5,3,3.92,1,0
2389,45,212,415,2116,1674,226.0,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1
1044,55,41,510,2116,659,194.4,63,33.05,254.9,110,21.67,160.2,115,7.21,17.2,9,4.64,2,0
1197,60,120,415,2116,1674,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2,0
446,33,104,415,2116,1674,144.5,107,24.57,180.5,85,15.34,226.0,94,10.17,17.0,6,4.59,2,0
72,44,35,415,2116,1674,105.6,129,17.95,258.2,129,21.95,213.1,77,9.59,8.7,3,2.35,0,0
2962,51,109,415,2116,1674,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,0
2523,50,205,510,2116,1674,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,0
2211,34,48,408,2116,1674,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,0
130,75,153,408,2116,659,235.6,74,40.05,227.9,37,19.37,170.3,103,7.66,15.4,9,4.16,0,0
1538,47,111,510,2116,1674,176.9,128,30.07,102.8,56,8.74,213.7,84,9.62,10.5,2,2.84,4,1
1046,42,78,408,2116,1674,75.0,116,12.75,248.7,87,21.14,176.0,83,7.92,9.5,6,2.57,3,0
1326,34,81,415,2116,659,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,0
715,40,121,408,2116,659,198.4,129,33.73,75.3,77,6.4,181.2,77,8.15,5.8,3,1.57,3,1
2987,44,123,415,2116,1674,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,0
1388,47,42,415,2116,659,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0,0
1366,43,73,415,2116,1674,254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15.0,7,4.05,2,0
3165,60,31,408,2116,659,171.8,116,29.21,240.7,125,20.46,245.5,80,11.05,10.6,7,2.86,1,0
160,51,90,415,2116,1674,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,0
2537,43,110,415,2116,1674,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,0
901,56,94,510,2116,1674,177.1,112,30.11,194.0,112,16.49,146.7,108,6.6,5.9,4,1.59,1,0
2572,50,54,415,2116,659,161.8,73,27.51,273.0,58,23.21,153.9,76,6.93,13.7,4,3.7,0,0
588,53,201,510,2116,1674,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,0
2071,40,59,510,2116,1674,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,0
2726,36,120,415,2116,1674,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,0
1549,37,189,415,2116,1674,208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,3,0
466,56,92,415,2116,1674,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2,0
108,53,79,510,2116,659,103.1,90,17.53,243.0,135,20.66,76.4,92,3.44,12.2,8,3.29,3,0
517,37,105,510,2116,1674,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,0
524,63,125,415,2116,1674,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1
1892,52,140,408,2116,1674,162.6,98,27.64,206.2,109,17.53,141.6,66,6.37,8.2,2,2.21,1,0
2817,45,152,408,2116,1674,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,0
1598,53,172,408,2116,1674,287.1,108,48.81,178.4,125,15.16,153.2,98,6.89,14.4,2,3.89,3,1
403,43,71,510,2116,1674,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,1
3087,43,127,415,2116,659,182.0,80,30.94,216.1,85,18.37,156.9,82,7.06,9.8,4,2.65,1,0
1735,31,118,415,2116,1674,136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1,0
